chr01e	3
chr01s	0
chr02e	1
chr02s	0
chr03e	28
chr03s	0
chr04e	0
chr04s	7
chr05e	38
chr05s	0
chr06e	0
chr06s	0
chr07e	0
chr07s	1
chr08s	0
chr09e	25
chr09s	7
chr10e	0
chr10s	0
chr11e	0
chr11s	0
chr12e	0
chr12s	0
chr13s	0
chr14e	0
chr14s	7
chr15e	52
chr15s	0
chr16e	0
chr16s	0
chr17e	86
chr17s	0
chr18s	7
chr19e	0
chr19s	0
chr20e	0
chr32e	0
chr34e	0
chr38e	39
chr40e	4
chr43e	1
chr48e	0
