rep1_62_3.19048_199	62	3.19048	199	1
rep2_186_13.8065_2571	186	13.8065	2571	1
rep3_62_52.8871_3279	62	52.8871	3279	1
rep4_62_6.24194_387	62	6.24194	387	1
rep5_69_3.88406_268	69	3.88406	268	1
rep6_62_4.01613_249	62	4.01613	249	1
rep7_69_2.88406_199	69	2.88406	199	1
rep8_62_2.01613_125	62	2.01613	125	1
rep9_69_37.8841_2614	69	37.8841	2614	1
rep10_62_2.01613_125	62	2.01613	125	1
rep11_69_4.78261_330	69	4.78261	330	1
rep12_83_5.72289_477	83	5.72289	477	0
rep13_45_4.4_198	45	4.4	198	0
rep14_33_2.91176_98	33	2.91176	98	0
rep15_39_2.15385_83	39	2.15385	83	0
rep16_33_3.79412_127	33	3.79412	127	0
rep17_36_7.69444_277	36	7.69444	277	0
rep18_36_9.38889_338	36	9.38889	338	0
rep19_84_5.15476_433	84	5.15476	433	0
rep20_102_2.93137_299	102	2.93137	299	0
rep21_36_3.30556_119	36	3.30556	119	0
rep22_48_2.9375_141	48	2.9375	141	0
rep23_30_4.36667_131	30	4.36667	131	0
rep24_31_2_62	31	2	62	0
rep25_60_2.85_171	60	2.85	171	0
rep26_58_2_117	58	2	117	0
rep27_60_4.35_261	60	4.35	261	0
rep28_153_2.29412_351	153	2.29412	351	0
rep29_30_2.33333_70	30	2.33333	70	0
rep30_75_2_150	75	2	150	0
rep31_105_2.75238_289	105	2.75238	289	0
rep32_51_6.76471_345	51	6.76471	345	0
rep33_51_4.72549_241	51	4.72549	241	0
rep34_30_4_120	30	4	120	0
rep35_45_2.36585_103	45	2.36585	103	0
rep36_54_2.2037_119	54	2.2037	119	0
rep37_54_2.14815_116	54	2.14815	116	0
rep38_42_2_84	42	2	84	0
rep39_30_2.26667_68	30	2.26667	68	0
rep40_88_2.13636_188	88	2.13636	188	0
rep41_70_2.72857_190	70	2.72857	190	0
rep42_56_2.33929_131	56	2.33929	131	0
rep43_30_3.93333_118	30	3.93333	118	0
rep44_30_2_60	30	2	60	0
rep45_30_2.7_80	30	2.7	80	0
rep46_35_2_70	35	2	70	0
rep47_32_2.03125_65	32	2.03125	65	0
rep48_34_2.85294_96	34	2.85294	96	0
rep49_195_2.23469_433	195	2.23469	433	0
rep50_132_3.14394_415	132	3.14394	415	0
rep51_46_2.02174_93	46	2.02174	93	0
rep52_54_3.94444_211	54	3.94444	211	0
rep53_30_2.2_66	30	2.2	66	0
rep54_75_4.6_345	75	4.6	345	0
rep55_37_2.05405_76	37	2.05405	76	0
rep56_48_2.5_120	48	2.5	120	0
rep57_65_2.61538_173	65	2.61538	173	0
rep58_30_2.7_81	30	2.7	81	0
rep59_39_4.05128_158	39	4.05128	158	0
rep60_30_2.13333_64	30	2.13333	64	0
rep61_36_3.72222_134	36	3.72222	134	0
rep62_42_2.61905_110	42	2.61905	110	0
rep63_46_2_92	46	2	92	0
rep64_43_2_86	43	2	86	0
rep65_43_2.13953_92	43	2.13953	92	0
rep66_30_2.39394_76	30	2.39394	76	0
rep67_33_2.33333_77	33	2.33333	77	0
